Date,USD,IDR
11/28/2019,"1.454,89 (-1.169,60)","659.492 (-704.245,99)"
11/29/2019,"1.464,11 (-1.160,38)","663.813 (-699.925,87)"
11/30/2019,"1.463,96 (-1.160,53)","663.745 (-699.993,88)"
12/1/2019,"1.316,57 (-1.307,92)","591.671 (-772.067,77)"
12/2/2019,"1.317,78 (-1.306,71)","592.214 (-771.523,99)"
12/3/2019,"1.317,78 (-1.306,71)","592.214 (-771.523,99)"
12/4/2019,"1.315,00 (-1.309,49)","590.881 (-772.857,89)"
12/5/2019,"1.313,59 (-1.310,90)","590.247 (-773.491,46)"
12/6/2019,"1.312,36 (-1.312,13)","588.471 (-775.267,75)"
12/7/2019,"1.310,38 (-1.314,11)","588.889 (-774.849,57)"
12/8/2019,"1.314,13 (-1.310,36)","591.166 (-772.572,81)"
12/9/2019,"1.314,14 (-1.310,35)","591.170 (-772.568,31)"
12/10/2019,"1.464,14 (-1.160,35)","659.213 (-704.525,45)"
12/11/2019,"1.471,16 (-1.153,33)","663.367 (-700.371,02)"
12/12/2019,"1.467,70 (-1.156,79)","662.609 (-701.129,46)"
12/13/2019,"1.476,42 (-1.148,07)","663.698 (-700.040,81)"
12/14/2019,"1.475,64 (-1.148,85)","663.347 (-700.391,44)"
12/15/2019,"1.475,64 (-1.148,85)","663.347 (-700.391,44)"
12/16/2019,"1.474,83 (-1.149,66)","664.026 (-699.712,39)"
12/17/2019,"1.476,55 (-1.147,94)","665.465 (-698.273,37)"
12/18/2019,"1.475,29 (-1.149,20)","664.376 (-699.362,51)"
12/19/2019,"1.478,37 (-1.146,12)","664.622 (-699.116,21)"
12/20/2019,"1.477,17 (-1.147,32)","664.558 (-699.180,77)"
12/21/2019,"1.478,15 (-1.146,34)","664.999 (-698.739,88)"
12/22/2019,"1.478,15 (-1.146,34)","664.999 (-698.739,88)"
12/23/2019,"1.482,78 (-1.141,71)","666.366 (-697.372,47)"
12/24/2019,"1.498,80 (-1.125,69)","673.565 (-690.173,04)"
12/25/2019,"1.498,13 (-1.126,36)","673.264 (-690.474,14)"
12/26/2019,"1.508,05 (-1.116,44)","677.916 (-685.822,12)"
12/27/2019,"1.513,77 (-1.110,72)","679.222 (-684.516,19)"
12/28/2019,"1.511,08 (-1.113,41)","678.015 (-685.723,18)"
12/29/2019,"1.511,08 (-1.113,41)","678.015 (-685.723,18)"
12/30/2019,"1.515,53 (-1.108,96)","679.476 (-684.261,97)"
12/31/2019,"1.522,07 (-1.102,42)","680.255 (-683.482,98)"
1/1/2020,"1.517,24 (-1.107,25)","678.097 (-685.641,64)"
1/2/2020,"1.526,12 (-1.098,37)","681.771 (-681.967,32)"
1/3/2020,"1.548,99 (-1.075,50)","692.187 (-671.551,29)"
1/4/2020,"1.552,24 (-1.072,25)","693.639 (-670.098,98)"
1/5/2020,"1.552,24 (-1.072,25)","693.639 (-670.098,98)"
1/6/2020,"1.564,34 (-1.060,15)","702.165 (-661.573,66)"
1/7/2020,"1.571,29 (-1.053,20)","703.163 (-660.575,87)"
1/8/2020,"1.555,80 (-1.068,69)","696.981 (-666.757,94)"
1/9/2020,"1.549,66 (-1.074,83)","690.543 (-673.195,47)"
1/10/2020,"1.559,73 (-1.064,76)","692.623 (-671.115,22)"
1/11/2020,"1.562,05 (-1.062,44)","693.653 (-670.084,99)"
1/12/2020,"1.562,05 (-1.062,44)","693.653 (-670.084,99)"
1/13/2020,"1.551,13 (-1.073,36)","683.618 (-680.120,67)"
1/14/2020,"1.542,90 (-1.081,59)","677.312 (-686.426,50)"
1/15/2020,"1.552,17 (-1.072,32)","683.976 (-679.762,12)"
1/16/2020,"1.550,38 (-1.074,11)","680.795 (-682.943,50)"
1/17/2020,"1.558,06 (-1.066,43)","683.666 (-680.072,03)"
1/18/2020,"1.557,30 (-1.067,19)","683.333 (-680.405,51)"
1/19/2020,"1.557,30 (-1.067,19)","683.333 (-680.405,51)"
1/20/2020,"1.560,76 (-1.063,73)","685.152 (-678.586,21)"
1/21/2020,"1.557,74 (-1.066,75)","684.027 (-679.711,62)"
1/22/2020,"1.555,76 (-1.068,73)","684.158 (-679.580,69)"
1/23/2020,"1.564,27 (-1.060,22)","685.285 (-678.453,55)"
1/24/2020,"1.572,29 (-1.052,20)","689.102 (-674.636,80)"
1/25/2020,"1.571,56 (-1.052,93)","688.782 (-674.956,75)"
1/26/2020,"1.571,56 (-1.052,93)","688.782 (-674.956,75)"
1/27/2020,"1.582,78 (-1.041,71)","692.681 (-671.057,01)"
1/28/2020,"1.568,80 (-1.055,69)","688.329 (-675.409,32)"
1/29/2020,"1.570,85 (-1.053,64)","688.572 (-675.166,92)"
1/30/2020,"1.580,90 (-1.043,59)","693.892 (-669.846,68)"
1/31/2020,"1.583,17 (-1.041,32)","695.397 (-668.341,32)"
2/1/2020,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/2/2020,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/3/2020,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/4/2020,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/5/2020,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/6/2020,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/7/2020,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/8/2020,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/9/2020,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/10/2020,"1.495,41 (-1.129,08)","680.648 (-683.090,45)"
2/11/2020,"1.484,55 (-1.139,94)","674.846 (-688.892,60)"
2/12/2020,"1.488,93 (-1.135,56)","676.837 (-686.901,54)"
2/13/2020,"1.488,93 (-1.135,56)","676.837 (-686.901,54)"
2/14/2020,"1.493,05 (-1.131,44)","678.086 (-685.652,71)"
2/15/2020,"1.480,64 (-1.143,85)","673.116 (-690.622,40)"
2/16/2020,"1.488,82 (-1.135,67)","679.085 (-684.653,94)"
2/17/2020,"1.495,72 (-1.128,77)","681.510 (-682.228,03)"
2/18/2020,"1.491,98 (-1.132,51)","678.271 (-685.467,11)"
2/19/2020,"1.490,19 (-1.134,30)","677.458 (-686.280,86)"
2/20/2020,"1.490,19 (-1.134,30)","677.458 (-686.280,86)"
2/21/2020,"1.485,15 (-1.139,34)","674.784 (-688.954,09)"
2/22/2020,"1.484,24 (-1.140,25)","670.840 (-692.898,79)"
2/23/2020,"1.492,18 (-1.132,31)","674.093 (-689.645,93)"
2/24/2020,"1.500,83 (-1.123,66)","675.346 (-688.392,20)"
2/25/2020,"1.502,83 (-1.121,66)","679.532 (-684.206,67)"
2/26/2020,"1.504,42 (-1.120,07)","680.251 (-683.487,72)"
2/27/2020,"1.504,42 (-1.120,07)","680.251 (-683.487,72)"
2/28/2020,"1.492,70 (-1.131,79)","672.984 (-690.754,78)"
2/29/2020,"1.488,99 (-1.135,50)","671.550 (-692.188,07)"
3/1/2020,"1.586,46 (-1.038,03)","726.018 (-637.720,85)"
3/2/2020,"1.594,97 (-1.029,52)","739.092 (-624.646,85)"
3/3/2020,"1.641,47 (-983,02)","750.559 (-613.179,72)"
3/4/2020,"1.641,27 (-983,22)","747.777 (-615.961,81)"
3/5/2020,"1.663,03 (-961,46)","757.530 (-606.208,70)"
3/6/2020,"1.665,29 (-959,20)","763.860 (-599.878,22)"
3/7/2020,"1.674,52 (-949,97)","768.094 (-595.644,47)"
3/8/2020,"1.674,52 (-949,97)","768.094 (-595.644,47)"
3/9/2020,"1.671,47 (-953,02)","770.725 (-593.013,60)"
3/10/2020,"1.652,89 (-971,60)","765.825 (-597.913,64)"
3/11/2020,"1.643,99 (-980,50)","757.050 (-606.688,52)"
3/12/2020,"1.587,11 (-1.037,38)","739.378 (-624.360,54)"
3/13/2020,"1.522,51 (-1.101,98)","725.192 (-638.546,19)"
3/14/2020,"1.529,29 (-1.095,20)","728.422 (-635.316,78)"
3/15/2020,"1.529,29 (-1.095,20)","728.422 (-635.316,78)"
3/16/2020,"1.507,78 (-1.116,71)","718.321 (-645.417,34)"
3/17/2020,"1.529,06 (-1.095,43)","741.487 (-622.251,34)"
3/18/2020,"1.487,43 (-1.137,06)","727.995 (-635.743,90)"
3/19/2020,"1.474,03 (-1.150,46)","744.610 (-619.128,47)"
3/20/2020,"1.487,68 (-1.136,81)","778.338 (-585.400,02)"
3/21/2020,"1.498,39 (-1.126,10)","783.942 (-579.796,66)"
3/22/2020,"1.498,39 (-1.126,10)","783.942 (-579.796,66)"
3/23/2020,"1.550,77 (-1.073,72)","828.049 (-535.689,93)"
3/24/2020,"1.623,50 (-1.000,99)","860.515 (-503.223,05)"
3/25/2020,"1.614,99 (-1.009,50)","856.005 (-507.733,66)"
3/26/2020,"1.638,25 (-986,24)","860.011 (-503.727,01)"
3/27/2020,"1.627,88 (-996,61)","849.439 (-514.299,90)"
3/28/2020,"1.627,56 (-996,93)","849.272 (-514.466,88)"
3/29/2020,"1.627,56 (-996,93)","849.272 (-514.466,88)"
3/30/2020,"1.620,12 (-1.004,37)","850.911 (-512.827,78)"
3/31/2020,"1.599,03 (-1.025,46)","841.428 (-522.310,34)"
4/1/2020,"1.584,40 (-1.040,09)","836.073 (-527.665,59)"
4/2/2020,"1.612,27 (-1.012,22)","867.782 (-495.956,75)"
4/3/2020,"1.618,61 (-1.005,88)","856.779 (-506.959,80)"
4/4/2020,"1.618,13 (-1.006,36)","856.525 (-507.213,88)"
4/5/2020,"1.618,13 (-1.006,36)","856.525 (-507.213,88)"
4/6/2020,"1.651,73 (-972,76)","879.196 (-484.542,79)"
4/7/2020,"1.652,63 (-971,86)","871.917 (-491.821,19)"
4/8/2020,"1.650,14 (-974,35)","861.850 (-501.888,16)"
4/9/2020,"1.684,33 (-940,16)","879.491 (-484.247,70)"
4/10/2020,"1.686,57 (-937,92)","880.660 (-483.078,06)"
4/11/2020,"1.688,78 (-935,71)","881.814 (-481.924,08)"
4/12/2020,"1.688,78 (-935,71)","881.814 (-481.924,08)"
4/13/2020,"1.713,98 (-910,51)","872.875 (-490.863,59)"
4/14/2020,"1.733,39 (-891,10)","876.184 (-487.554,81)"
4/15/2020,"1.715,18 (-909,31)","866.152 (-497.586,11)"
4/16/2020,"1.712,04 (-912,45)","868.970 (-494.768,31)"
4/17/2020,"1.687,46 (-937,03)","841.086 (-522.652,12)"
4/18/2020,"1.684,75 (-939,74)","839.736 (-524.002,88)"
4/19/2020,"1.684,75 (-939,74)","839.736 (-524.002,88)"
4/20/2020,"1.694,61 (-929,88)","846.829 (-516.909,00)"
4/21/2020,"1.675,88 (-948,61)","842.858 (-520.880,67)"
4/22/2020,"1.711,98 (-912,51)","856.831 (-506.907,88)"
4/23/2020,"1.727,53 (-896,96)","868.112 (-495.626,70)"
4/24/2020,"1.719,05 (-905,44)","859.595 (-504.143,18)"
4/25/2020,"1.729,05 (-895,44)","864.596 (-499.142,77)"
4/26/2020,"1.729,05 (-895,44)","864.596 (-499.142,77)"
4/27/2020,"1.712,54 (-911,95)","858.432 (-505.306,18)"
4/28/2020,"1.705,96 (-918,53)","849.484 (-514.254,37)"
4/29/2020,"1.700,91 (-923,58)","842.978 (-520.760,52)"
4/30/2020,"1.687,54 (-936,95)","822.354 (-541.384,71)"
5/1/2020,"1.697,14 (-927,35)","827.032 (-536.706,54)"
5/2/2020,"1.700,40 (-924,09)","828.621 (-535.117,91)"
5/3/2020,"1.700,40 (-924,09)","828.621 (-535.117,91)"
5/4/2020,"1.705,22 (-919,27)","826.364 (-537.374,31)"
5/5/2020,"1.702,60 (-921,89)","826.791 (-536.947,59)"
5/6/2020,"1.686,56 (-937,93)","820.249 (-543.489,00)"
5/7/2020,"1.714,87 (-909,62)","834.018 (-529.720,58)"
5/8/2020,"1.710,30 (-914,19)","825.307 (-538.431,69)"
5/9/2020,"1.702,22 (-922,27)","821.408 (-542.330,70)"
5/10/2020,"1.702,22 (-922,27)","821.408 (-542.330,70)"
5/11/2020,"1.696,99 (-927,50)","814.901 (-548.837,83)"
5/12/2020,"1.702,50 (-921,99)","819.845 (-543.892,97)"
5/13/2020,"1.712,40 (-912,09)","819.603 (-544.135,04)"
5/14/2020,"1.733,94 (-890,55)","833.202 (-530.536,84)"
5/15/2020,"1.749,04 (-875,45)","838.377 (-525.360,96)"
5/16/2020,"1.742,33 (-882,16)","835.161 (-528.577,31)"
5/17/2020,"1.742,33 (-882,16)","835.161 (-528.577,31)"
5/18/2020,"1.730,50 (-893,99)","828.155 (-535.583,13)"
5/19/2020,"1.741,96 (-882,53)","830.167 (-533.571,12)"
5/20/2020,"1.748,23 (-876,26)","831.020 (-532.718,88)"
5/21/2020,"1.725,33 (-899,16)","820.134 (-543.604,38)"
5/22/2020,"1.735,57 (-888,92)","825.002 (-538.736,80)"
5/23/2020,"1.735,45 (-889,04)","824.945 (-538.793,84)"
5/24/2020,"1.735,45 (-889,04)","824.945 (-538.793,84)"
5/25/2020,"1.727,71 (-896,78)","821.265 (-542.473,04)"
5/26/2020,"1.712,49 (-912,00)","813.424 (-550.314,05)"
5/27/2020,"1.707,47 (-917,02)","810.327 (-553.411,63)"
5/28/2020,"1.720,29 (-904,20)","816.853 (-546.885,07)"
5/29/2020,"1.735,31 (-889,18)","821.977 (-541.761,55)"
5/30/2020,"1.729,92 (-894,57)","819.424 (-544.314,67)"
5/31/2020,"1.729,92 (-894,57)","819.424 (-544.314,67)"
6/1/2020,"1.739,22 (-885,27)","823.829 (-539.909,47)"
6/2/2020,"1.725,03 (-899,46)","804.295 (-559.443,00)"
6/3/2020,"1.699,59 (-924,90)","778.391 (-585.347,13)"
6/4/2020,"1.717,65 (-906,84)","782.245 (-581.493,77)"
6/5/2020,"1.682,73 (-941,76)","762.824 (-600.913,99)"
6/6/2020,"1.683,86 (-940,63)","763.337 (-600.401,73)"
6/7/2020,"1.683,86 (-940,63)","763.337 (-600.401,73)"
6/8/2020,"1.697,87 (-926,62)","761.827 (-601.911,28)"
6/9/2020,"1.715,68 (-908,81)","770.757 (-592.981,73)"
6/10/2020,"1.715,88 (-908,61)","776.915 (-586.823,53)"
6/11/2020,"1.727,19 (-897,30)","778.204 (-585.534,76)"
6/12/2020,"1.733,36 (-891,13)","794.526 (-569.212,14)"
6/13/2020,"1.730,26 (-894,23)","793.105 (-570.633,10)"
6/14/2020,"1.730,26 (-894,23)","793.105 (-570.633,10)"
6/15/2020,"1.721,37 (-903,12)","787.425 (-576.313,55)"
6/16/2020,"1.729,14 (-895,35)","786.921 (-576.816,98)"
6/17/2020,"1.726,92 (-897,57)","790.297 (-573.441,62)"
6/18/2020,"1.723,81 (-900,68)","786.213 (-577.525,11)"
6/19/2020,"1.742,34 (-882,15)","797.802 (-565.936,77)"
6/20/2020,"1.743,48 (-881,01)","798.324 (-565.414,77)"
6/21/2020,"1.743,48 (-881,01)","798.324 (-565.414,77)"
6/22/2020,"1.755,32 (-869,17)","801.883 (-561.855,13)"
6/23/2020,"1.765,76 (-858,73)","809.832 (-553.906,67)"
6/24/2020,"1.766,15 (-858,34)","804.048 (-559.690,59)"
6/25/2020,"1.763,96 (-860,53)","807.078 (-556.660,44)"
6/26/2020,"1.767,87 (-856,62)","809.322 (-554.416,76)"
6/27/2020,"1.771,23 (-853,26)","810.860 (-552.878,57)"
6/28/2020,"1.771,23 (-853,26)","810.860 (-552.878,57)"
6/29/2020,"1.768,12 (-856,37)","816.826 (-546.912,28)"
6/30/2020,"1.781,96 (-842,53)","819.381 (-544.357,65)"
7/1/2020,"1.769,95 (-854,54)","816.078 (-547.660,21)"
7/2/2020,"1.776,37 (-848,12)","829.032 (-534.706,15)"
7/3/2020,"1.775,50 (-848,99)","831.480 (-532.258,00)"
7/4/2020,"1.775,30 (-849,19)","831.387 (-532.351,66)"
7/5/2020,"1.775,30 (-849,19)","831.387 (-532.351,66)"
7/6/2020,"1.783,56 (-840,93)","834.166 (-529.572,38)"
7/7/2020,"1.795,65 (-828,84)","834.566 (-529.172,06)"
7/8/2020,"1.812,61 (-811,88)","842.682 (-521.056,44)"
7/9/2020,"1.798,82 (-825,67)","835.461 (-528.277,07)"
7/10/2020,"1.794,61 (-829,88)","836.680 (-527.058,44)"
7/11/2020,"1.799,21 (-825,28)","838.825 (-524.913,83)"
7/12/2020,"1.799,21 (-825,28)","838.825 (-524.913,83)"
7/13/2020,"1.810,11 (-814,38)","843.033 (-520.705,58)"
7/14/2020,"1.809,09 (-815,40)","844.070 (-519.668,38)"
7/15/2020,"1.812,72 (-811,77)","851.825 (-511.913,57)"
7/16/2020,"1.803,09 (-821,40)","848.227 (-515.511,32)"
7/17/2020,"1.808,56 (-815,93)","859.406 (-504.332,38)"
7/18/2020,"1.810,01 (-814,48)","860.095 (-503.643,36)"
7/19/2020,"1.810,01 (-814,48)","860.095 (-503.643,36)"
7/20/2020,"1.815,71 (-808,78)","865.839 (-497.899,21)"
7/21/2020,"1.840,00 (-784,49)","876.299 (-487.439,69)"
7/22/2020,"1.864,76 (-759,73)","878.618 (-485.120,39)"
7/23/2020,"1.894,16 (-730,33)","893.323 (-470.415,43)"
7/24/2020,"1.900,16 (-724,33)","892.792 (-470.946,36)"
7/25/2020,"1.901,60 (-722,89)","893.469 (-470.269,77)"
7/26/2020,"1.901,60 (-722,89)","893.469 (-470.269,77)"
7/27/2020,"1.935,03 (-689,46)","908.617 (-455.121,95)"
7/28/2020,"1.947,71 (-676,78)","910.688 (-453.050,36)"
7/29/2020,"1.960,02 (-664,47)","918.145 (-445.593,79)"
7/30/2020,"1.948,32 (-676,17)","917.864 (-445.874,75)"
7/31/2020,"1.974,30 (-650,19)","930.103 (-433.635,44)"
8/1/2020,"1.975,69 (-648,80)","930.758 (-432.980,60)"
8/2/2020,"1.975,69 (-648,80)","930.758 (-432.980,60)"
8/3/2020,"1.969,39 (-655,10)","931.589 (-432.149,52)"
8/4/2020,"1.996,15 (-628,34)","943.220 (-420.517,97)"
8/5/2020,"2.033,02 (-591,47)","955.805 (-407.933,03)"
8/6/2020,"2.059,19 (-565,30)","965.726 (-398.012,81)"
8/7/2020,"2.026,12 (-598,37)","954.125 (-409.613,61)"
8/8/2020,"2.035,21 (-589,28)","958.405 (-405.333,02)"
8/9/2020,"2.035,21 (-589,28)","958.405 (-405.333,02)"
8/10/2020,"2.033,33 (-591,16)","964.253 (-399.485,56)"
8/11/2020,"1.944,75 (-679,74)","920.871 (-442.867,83)"
8/12/2020,"1.948,67 (-675,82)","925.797 (-437.941,12)"
8/13/2020,"1.952,82 (-671,67)","934.047 (-429.691,02)"
8/14/2020,"1.935,91 (-688,58)","928.449 (-435.289,55)"
8/15/2020,"1.944,27 (-680,22)","932.458 (-431.280,16)"
8/16/2020,"1.944,27 (-680,22)","932.458 (-431.280,16)"
8/17/2020,"1.987,66 (-636,83)","953.268 (-410.470,62)"
8/18/2020,"2.008,27 (-616,22)","962.507 (-401.231,88)"
8/19/2020,"1.961,43 (-663,06)","932.426 (-431.312,02)"
8/20/2020,"1.942,94 (-681,55)","923.637 (-440.101,81)"
8/21/2020,"1.935,65 (-688,84)","920.171 (-443.567,34)"
8/22/2020,"1.940,90 (-683,59)","922.667 (-441.071,59)"
8/23/2020,"1.940,90 (-683,59)","922.667 (-441.071,59)"
8/24/2020,"1.930,32 (-694,17)","918.134 (-445.604,63)"
8/25/2020,"1.916,49 (-708,00)","901.574 (-462.164,59)"
8/26/2020,"1.945,06 (-679,43)","915.264 (-448.474,28)"
8/27/2020,"1.920,91 (-703,58)","908.717 (-455.021,08)"
8/28/2020,"1.968,80 (-655,69)","930.613 (-433.125,53)"
8/29/2020,"1.964,77 (-659,72)","928.708 (-435.030,43)"
8/30/2020,"1.964,77 (-659,72)","928.708 (-435.030,43)"
8/31/2020,"1.970,28 (-654,21)","921.937 (-441.801,16)"
9/1/2020,"1.976,08 (-648,41)","928.527 (-435.211,10)"
9/2/2020,"1.934,87 (-689,62)","920.920 (-442.818,40)"
9/3/2020,"1.928,57 (-695,92)","918.790 (-444.948,88)"
9/4/2020,"1.938,11 (-686,38)","921.714 (-442.024,03)"
9/5/2020,"1.933,52 (-690,97)","919.532 (-444.206,92)"
9/6/2020,"1.933,52 (-690,97)","919.532 (-444.206,92)"
9/7/2020,"1.929,25 (-695,24)","917.501 (-446.237,62)"
9/8/2020,"1.937,79 (-686,70)","921.562 (-442.176,22)"
9/9/2020,"1.948,72 (-675,77)","926.760 (-436.978,20)"
9/10/2020,"1.952,70 (-671,79)","928.653 (-435.085,41)"
9/11/2020,"1.944,01 (-680,48)","924.520 (-439.218,15)"
9/12/2020,"1.940,43 (-684,06)","922.818 (-440.920,70)"
9/13/2020,"1.940,43 (-684,06)","922.818 (-440.920,70)"
9/14/2020,"1.955,60 (-668,89)","941.475 (-422.263,18)"
9/15/2020,"1.957,98 (-666,51)","936.074 (-427.664,24)"
9/16/2020,"1.964,65 (-659,84)","937.621 (-426.117,73)"
9/17/2020,"1.944,71 (-679,78)","930.230 (-433.508,19)"
9/18/2020,"1.958,50 (-665,99)","929.900 (-433.838,30)"
9/19/2020,"1.950,39 (-674,10)","926.050 (-437.688,94)"
9/20/2020,"1.950,39 (-674,10)","926.050 (-437.688,94)"
9/21/2020,"1.903,13 (-721,36)","900.858 (-462.880,90)"
9/22/2020,"1.899,40 (-725,09)","902.694 (-461.044,17)"
9/23/2020,"1.866,64 (-757,85)","890.306 (-473.432,10)"
9/24/2020,"1.869,23 (-755,26)","898.393 (-465.345,71)"
9/25/2020,"1.862,51 (-761,98)","895.283 (-468.455,72)"
9/26/2020,"1.861,33 (-763,16)","894.716 (-469.022,93)"
9/27/2020,"1.861,33 (-763,16)","894.716 (-469.022,93)"
9/28/2020,"1.875,82 (-748,67)","902.163 (-461.575,32)"
9/29/2020,"1.894,85 (-729,64)","908.939 (-454.799,49)"
9/30/2020,"1.896,81 (-727,68)","909.757 (-453.981,27)"
10/1/2020,"1.463,96 (-1.160,53)","663.745 (-699.993,88)"
10/2/2020,"1.463,17 (-1.161,32)","664.327 (-699.411,22)"
10/3/2020,"1.480,32 (-1.144,17)","672.495 (-691.243,81)"
10/4/2020,"1.472,81 (-1.151,68)","668.847 (-694.891,81)"
10/5/2020,"1.479,07 (-1.145,42)","670.215 (-693.523,59)"
10/6/2020,"1.460,41 (-1.164,08)","659.084 (-704.654,91)"
10/7/2020,"1.460,12 (-1.164,37)","658.953 (-704.785,79)"
10/8/2020,"1.460,12 (-1.164,37)","658.953 (-704.785,79)"
10/9/2020,"1.461,42 (-1.163,07)","658.788 (-704.950,87)"
10/10/2020,"1.930,33 (-694,16)","914.602 (-449.136,76)"
10/11/2020,"1.930,33 (-694,16)","914.602 (-449.136,76)"
10/12/2020,"1.925,17 (-699,32)","912.713 (-451.025,16)"
10/13/2020,"1.892,06 (-732,43)","899.876 (-463.862,77)"
10/14/2020,"1.900,80 (-723,69)","903.237 (-460.501,04)"
10/15/2020,"1.904,00 (-720,49)","903.534 (-460.204,74)"
10/16/2020,"1.902,84 (-721,65)","903.350 (-460.388,14)"
10/17/2020,"1.899,04 (-725,45)","901.546 (-462.192,15)"
10/18/2020,"1.899,04 (-725,45)","901.546 (-462.192,15)"
10/19/2020,"1.909,77 (-714,72)","905.106 (-458.632,61)"
10/20/2020,"1.908,29 (-716,20)","903.668 (-460.070,27)"
10/21/2020,"1.926,15 (-698,34)","907.728 (-456.010,14)"
10/22/2020,"1.901,07 (-723,42)","898.293 (-465.445,16)"
10/23/2020,"1.900,93 (-723,56)","900.732 (-463.006,15)"
10/24/2020,"1.901,73 (-722,76)","901.111 (-462.627,08)"
10/25/2020,"1.901,73 (-722,76)","901.111 (-462.627,08)"
10/26/2020,"1.903,54 (-720,95)","899.460 (-464.278,03)"
10/27/2020,"1.908,94 (-715,55)","901.582 (-462.156,65)"
10/28/2020,"1.881,00 (-743,49)","888.386 (-475.352,56)"
10/29/2020,"1.869,14 (-755,35)","882.784 (-480.953,97)"
10/30/2020,"1.880,91 (-743,58)","888.343 (-475.395,07)"
10/31/2020,"1.878,90 (-745,59)","887.394 (-476.344,38)"
11/1/2020,"1.517,24 (-1.107,25)","678.097 (-685.641,64)"
11/2/2020,"1.526,12 (-1.098,37)","681.771 (-681.967,32)"
11/3/2020,"1.548,99 (-1.075,50)","692.187 (-671.551,29)"
11/4/2020,"1.552,24 (-1.072,25)","693.639 (-670.098,98)"
11/5/2020,"1.552,24 (-1.072,25)","693.639 (-670.098,98)"
11/6/2020,"1.564,34 (-1.060,15)","702.165 (-661.573,66)"
11/7/2020,"1.571,29 (-1.053,20)","703.163 (-660.575,87)"
11/8/2020,"1.555,80 (-1.068,69)","696.981 (-666.757,94)"
11/9/2020,"1.549,66 (-1.074,83)","690.543 (-673.195,47)"
11/10/2020,"1.881,63 (-742,86)","847.849 (-515.889,08)"
11/11/2020,"1.863,09 (-761,40)","843.149 (-520.589,79)"
11/12/2020,"1.879,07 (-745,42)","857.087 (-506.651,48)"
11/13/2020,"1.890,80 (-733,69)","864.564 (-499.174,09)"
11/14/2020,"1.889,63 (-734,86)","864.029 (-499.709,07)"
11/15/2020,"1.889,63 (-734,86)","864.029 (-499.709,07)"
11/16/2020,"1.894,93 (-729,56)","861.397 (-502.341,69)"
11/17/2020,"1.885,95 (-738,54)","853.313 (-510.425,71)"
11/18/2020,"1.880,17 (-744,32)","853.417 (-510.321,32)"
11/19/2020,"1.859,31 (-765,18)","846.878 (-516.860,03)"
11/20/2020,"1.871,90 (-752,59)","856.283 (-507.454,98)"
11/21/2020,"1.870,82 (-753,67)","855.789 (-507.949,02)"
11/22/2020,"1.870,82 (-753,67)","855.789 (-507.949,02)"
11/23/2020,"1.837,85 (-786,64)","836.926 (-526.812,49)"
11/24/2020,"1.803,30 (-821,19)","823.048 (-540.690,70)"
11/25/2020,"1.811,11 (-813,38)","825.041 (-538.697,71)"
11/26/2020,"1.810,70 (-813,79)","822.583 (-541.155,46)"
11/27/2020,"1.786,14 (-838,35)","812.288 (-551.450,87)"
11/28/2020,"1.789,03 (-835,46)","813.602 (-550.136,57)"
11/29/2020,"1.789,03 (-835,46)","813.602 (-550.136,57)"
11/30/2020,"1.780,65 (-843,84)","808.817 (-554.921,38)"
12/1/2020,"1.589,40 (-1.035,09)","698.134 (-665.604,84)"
12/2/2020,"1.589,40 (-1.035,09)","698.134 (-665.604,84)"
12/3/2020,"1.578,94 (-1.045,55)","696.788 (-666.950,42)"
12/4/2020,"1.553,12 (-1.071,37)","687.091 (-676.647,06)"
12/5/2020,"1.558,53 (-1.065,96)","687.331 (-676.407,85)"
12/6/2020,"1.565,21 (-1.059,28)","687.508 (-676.230,14)"
12/7/2020,"1.567,93 (-1.056,56)","687.947 (-675.791,04)"
12/8/2020,"1.570,41 (-1.054,08)","689.036 (-674.702,91)"
12/9/2020,"1.570,41 (-1.054,08)","689.036 (-674.702,91)"
12/10/2020,"1.836,23 (-788,26)","834.181 (-529.557,44)"
12/11/2020,"1.842,39 (-782,10)","835.321 (-528.417,57)"
12/12/2020,"1.839,44 (-785,05)","833.983 (-529.755,07)"
12/13/2020,"1.839,44 (-785,05)","833.983 (-529.755,07)"
12/14/2020,"1.824,69 (-799,80)","830.581 (-533.157,32)"
12/15/2020,"1.848,74 (-775,75)","842.302 (-521.436,70)"
12/16/2020,"1.854,99 (-769,50)","843.957 (-519.781,93)"
12/17/2020,"1.886,79 (-737,70)","858.484 (-505.253,98)"
12/18/2020,"1.883,85 (-740,64)","856.783 (-506.955,07)"
12/19/2020,"1.881,26 (-743,23)","855.605 (-508.133,01)"
12/20/2020,"1.881,26 (-743,23)","855.605 (-508.133,01)"
12/21/2020,"1.880,64 (-743,85)","855.323 (-508.414,99)"
12/22/2020,"1.865,97 (-758,52)","848.651 (-515.086,97)"
